no_smear: 0.921287
sm_level:0 0.982212
sm_level:1 0.993506
sm_level:2 0.996964
sm_level:3 0.998337
sm_level:4 0.998984
no_smear: 0.921642
sm_level:0 0.982176
sm_level:1 0.993446
sm_level:2 0.996903
sm_level:3 0.998282
sm_level:4 0.998938
no_smear: 0.927339
sm_level:0 0.983859
sm_level:1 0.993851
sm_level:2 0.997032
sm_level:3 0.998352
sm_level:4 0.998997
no_smear: 0.924289
sm_level:0 0.983055
sm_level:1 0.993799
sm_level:2 0.997127
sm_level:3 0.998462
sm_level:4 0.999092
no_smear: 0.924831
sm_level:0 0.982657
sm_level:1 0.993523
sm_level:2 0.996906
sm_level:3 0.998267
sm_level:4 0.998918
no_smear: 0.927929
sm_level:0 0.983781
sm_level:1 0.993949
sm_level:2 0.997114
sm_level:3 0.998385
sm_level:4 0.99899
no_smear: 0.923022
sm_level:0 0.982451
sm_level:1 0.993537
sm_level:2 0.996937
sm_level:3 0.998284
sm_level:4 0.998923
no_smear: 0.925488
sm_level:0 0.983432
sm_level:1 0.994045
sm_level:2 0.99726
sm_level:3 0.998523
sm_level:4 0.999114
no_smear: 0.921801
sm_level:0 0.982651
sm_level:1 0.993912
sm_level:2 0.997318
sm_level:3 0.998616
sm_level:4 0.999197
no_smear: 0.920642
sm_level:0 0.981616
sm_level:1 0.993294
sm_level:2 0.996913
sm_level:3 0.998347
sm_level:4 0.999017
no_smear: 0.920235
sm_level:0 0.980921
sm_level:1 0.992712
sm_level:2 0.996506
sm_level:3 0.998066
sm_level:4 0.998818
no_smear: 0.930452
sm_level:0 0.984106
sm_level:1 0.994065
sm_level:2 0.997155
sm_level:3 0.998403
sm_level:4 0.999005
no_smear: 0.924023
sm_level:0 0.981567
sm_level:1 0.992902
sm_level:2 0.996615
sm_level:3 0.998153
sm_level:4 0.998896
no_smear: 0.925007
sm_level:0 0.982694
sm_level:1 0.993594
sm_level:2 0.997023
sm_level:3 0.998399
sm_level:4 0.999045
no_smear: 0.921164
sm_level:0 0.982451
sm_level:1 0.993808
sm_level:2 0.997246
sm_level:3 0.998572
sm_level:4 0.999171
no_smear: 0.921637
sm_level:0 0.981935
sm_level:1 0.993474
sm_level:2 0.997035
sm_level:3 0.998431
sm_level:4 0.999076
no_smear: 0.924691
sm_level:0 0.98299
sm_level:1 0.99365
sm_level:2 0.996965
sm_level:3 0.998308
sm_level:4 0.998955
no_smear: 0.926348
sm_level:0 0.98286
sm_level:1 0.993572
sm_level:2 0.996927
sm_level:3 0.998279
sm_level:4 0.998927
no_smear: 0.923638
sm_level:0 0.982047
sm_level:1 0.993166
sm_level:2 0.996687
sm_level:3 0.998137
sm_level:4 0.998843
no_smear: 0.922796
sm_level:0 0.982913
sm_level:1 0.993917
sm_level:2 0.997201
sm_level:3 0.998472
sm_level:4 0.999062
no_smear: 0.922332
sm_level:0 0.982132
sm_level:1 0.993441
sm_level:2 0.99696
sm_level:3 0.998362
sm_level:4 0.999017
no_smear: 0.925717
sm_level:0 0.982576
sm_level:1 0.993449
sm_level:2 0.996919
sm_level:3 0.998334
sm_level:4 0.99901
no_smear: 0.924305
sm_level:0 0.982748
sm_level:1 0.993502
sm_level:2 0.996861
sm_level:3 0.998233
sm_level:4 0.9989
no_smear: 0.923547
sm_level:0 0.982418
sm_level:1 0.993424
sm_level:2 0.996852
